Time,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,
,Comp 1,Comp 1,Comp 1,Comp 1,Comp 1,Comp 2,Comp 2,Comp 2,Comp 2,Comp 2,Comp 3,Comp 3,Comp 3,Comp 3,Comp 3,Comp 1,Comp 2,Comp 3,Outside,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,
s,C,C,m,m^3,Pa,C,C,m,m^3,Pa,C,C,m,m^3,Pa,W,W,W,W,kg/s,kg/s,W,W,W,m,W,kg,kg,kg/s,kg/s,W,W,W,m,W,kg,kg,
 0.177000E+04, 0.580715E+02, 0.223957E+02, 0.116032E+01, 0.459921E+02,-0.412134E+00, 0.100186E+03, 0.301999E+02, 0.108445E+01, 0.478887E+02,-0.107348E+01, 0.612282E+02, 0.224299E+02, 0.130038E+01, 0.424905E+02,-0.115614E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.216269E-01, 0.233136E-04, 0.116414E+04, 0.116414E+04, 0.169407E-12, 0.000000E+00, 0.779974E+03, 0.101414E+01, 0.000000E+00, 0.900383E+00, 0.122238E-01, 0.221250E+06, 0.221250E+06, 0.000000E+00, 0.397219E+00, 0.148237E+06, 0.108238E+02, 0.000000E+00,
 0.178000E+04, 0.582491E+02, 0.224035E+02, 0.116068E+01, 0.459831E+02,-0.413305E+00, 0.100529E+03, 0.302627E+02, 0.108413E+01, 0.478967E+02,-0.107805E+01, 0.614123E+02, 0.224469E+02, 0.130057E+01, 0.424857E+02,-0.116388E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.209344E-01, 0.226744E-04, 0.113222E+04, 0.113222E+04, 0.000000E+00, 0.000000E+00, 0.758589E+03, 0.101437E+01, 0.000000E+00, 0.902275E+00, 0.122928E-01, 0.222500E+06, 0.222500E+06, 0.000000E+00, 0.397303E+00, 0.149075E+06, 0.109464E+02, 0.000000E+00,
 0.179000E+04, 0.584267E+02, 0.224114E+02, 0.116102E+01, 0.459746E+02,-0.414489E+00, 0.100871E+03, 0.303259E+02, 0.108381E+01, 0.479047E+02,-0.108263E+01, 0.615964E+02, 0.224638E+02, 0.130076E+01, 0.424810E+02,-0.117163E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.202646E-01, 0.220527E-04, 0.110118E+04, 0.110118E+04, 0.000000E+00, 0.000000E+00, 0.737790E+03, 0.101460E+01, 0.000000E+00, 0.904151E+00, 0.123619E-01, 0.223750E+06, 0.223750E+06, 0.000000E+00, 0.397383E+00, 0.149912E+06, 0.110697E+02, 0.000000E+00,
 0.180000E+04, 0.586043E+02, 0.224194E+02, 0.116134E+01, 0.459666E+02,-0.415684E+00, 0.101214E+03, 0.303896E+02, 0.108349E+01, 0.479128E+02,-0.108722E+01, 0.617804E+02, 0.224808E+02, 0.130095E+01, 0.424762E+02,-0.117939E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.196167E-01, 0.214481E-04, 0.107099E+04, 0.107099E+04, 0.000000E+00, 0.000000E+00, 0.717562E+03, 0.101481E+01, 0.000000E+00, 0.906013E+00, 0.124309E-01, 0.225000E+06, 0.225000E+06, 0.000000E+00, 0.397461E+00, 0.150750E+06, 0.111937E+02, 0.000000E+00,
 0.181000E+04, 0.587818E+02, 0.224275E+02, 0.116164E+01, 0.459591E+02,-0.416891E+00, 0.101557E+03, 0.304536E+02, 0.108316E+01, 0.479210E+02,-0.109182E+01, 0.619643E+02, 0.224978E+02, 0.130114E+01, 0.424715E+02,-0.118718E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.189901E-01, 0.208600E-04, 0.104162E+04, 0.104162E+04, 0.000000E+00, 0.000000E+00, 0.697888E+03, 0.101502E+01, 0.000000E+00, 0.907861E+00, 0.125000E-01, 0.226250E+06, 0.226250E+06, 0.000000E+00, 0.397535E+00, 0.151587E+06, 0.113184E+02, 0.000000E+00,
 0.182000E+04, 0.589592E+02, 0.224356E+02, 0.116192E+01, 0.459520E+02,-0.418109E+00, 0.101900E+03, 0.305181E+02, 0.108283E+01, 0.479293E+02,-0.109644E+01, 0.621483E+02, 0.225149E+02, 0.130132E+01, 0.424669E+02,-0.119498E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.183839E-01, 0.202881E-04, 0.101306E+04, 0.101306E+04, 0.000000E+00, 0.000000E+00, 0.678753E+03, 0.101523E+01, 0.000000E+00, 0.909695E+00, 0.125691E-01, 0.227500E+06, 0.227500E+06, 0.000000E+00, 0.397607E+00, 0.152425E+06, 0.114438E+02, 0.000000E+00,
 0.183000E+04, 0.591366E+02, 0.224438E+02, 0.116218E+01, 0.459454E+02,-0.419337E+00, 0.102243E+03, 0.305829E+02, 0.108250E+01, 0.479376E+02,-0.110106E+01, 0.623321E+02, 0.225320E+02, 0.130151E+01, 0.424622E+02,-0.120280E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.177975E-01, 0.197318E-04, 0.985289E+03, 0.985289E+03, 0.000000E+00, 0.000000E+00, 0.660143E+03, 0.101543E+01, 0.000000E+00, 0.911515E+00, 0.126381E-01, 0.228750E+06, 0.228750E+06, 0.000000E+00, 0.397675E+00, 0.153262E+06, 0.115699E+02, 0.000000E+00,
 0.184000E+04, 0.593140E+02, 0.224521E+02, 0.116243E+01, 0.459392E+02,-0.420575E+00, 0.102586E+03, 0.306482E+02, 0.108216E+01, 0.479460E+02,-0.110570E+01, 0.625159E+02, 0.225491E+02, 0.130170E+01, 0.424576E+02,-0.121063E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.172302E-01, 0.191908E-04, 0.958274E+03, 0.958274E+03, 0.000000E+00, 0.000000E+00, 0.642044E+03, 0.101562E+01, 0.000000E+00, 0.913322E+00, 0.127072E-01, 0.230000E+06, 0.230000E+06, 0.000000E+00, 0.397741E+00, 0.154100E+06, 0.116966E+02, 0.000000E+00,
 0.185000E+04, 0.594912E+02, 0.224605E+02, 0.116266E+01, 0.459334E+02,-0.421823E+00, 0.102929E+03, 0.307138E+02, 0.108182E+01, 0.479544E+02,-0.111035E+01, 0.626997E+02, 0.225663E+02, 0.130188E+01, 0.424530E+02,-0.121849E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.166815E-01, 0.186647E-04, 0.932000E+03, 0.932000E+03, 0.000000E+00, 0.000000E+00, 0.624440E+03, 0.101581E+01, 0.000000E+00, 0.915115E+00, 0.127762E-01, 0.231250E+06, 0.231250E+06, 0.000000E+00, 0.397803E+00, 0.154937E+06, 0.118241E+02, 0.000000E+00,
 0.186000E+04, 0.596685E+02, 0.224689E+02, 0.116288E+01, 0.459280E+02,-0.423080E+00, 0.103272E+03, 0.307797E+02, 0.108149E+01, 0.479629E+02,-0.111500E+01, 0.628833E+02, 0.225835E+02, 0.130206E+01, 0.424485E+02,-0.122636E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.161506E-01, 0.181529E-04, 0.906447E+03, 0.906447E+03, 0.000000E+00, 0.000000E+00, 0.607319E+03, 0.101600E+01, 0.000000E+00, 0.916895E+00, 0.128453E-01, 0.232500E+06, 0.232500E+06, 0.000000E+00, 0.397863E+00, 0.155775E+06, 0.119522E+02, 0.000000E+00,
 0.187000E+04, 0.598456E+02, 0.224775E+02, 0.116308E+01, 0.459229E+02,-0.424346E+00, 0.103615E+03, 0.308460E+02, 0.108115E+01, 0.479714E+02,-0.111967E+01, 0.630669E+02, 0.226008E+02, 0.130224E+01, 0.424439E+02,-0.123424E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.156369E-01, 0.176552E-04, 0.881594E+03, 0.881594E+03, 0.000000E+00, 0.000000E+00, 0.590668E+03, 0.101618E+01, 0.000000E+00, 0.918662E+00, 0.129144E-01, 0.233750E+06, 0.233750E+06, 0.000000E+00, 0.397920E+00, 0.156612E+06, 0.120811E+02, 0.000000E+00,
 0.188000E+04, 0.600227E+02, 0.224861E+02, 0.116327E+01, 0.459183E+02,-0.425621E+00, 0.103958E+03, 0.309127E+02, 0.108080E+01, 0.479799E+02,-0.112434E+01, 0.632505E+02, 0.226181E+02, 0.130242E+01, 0.424394E+02,-0.124214E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.151400E-01, 0.171711E-04, 0.857423E+03, 0.857423E+03, 0.000000E+00, 0.000000E+00, 0.574473E+03, 0.101635E+01, 0.000000E+00, 0.920417E+00, 0.129834E-01, 0.235000E+06, 0.235000E+06, 0.000000E+00, 0.397974E+00, 0.157450E+06, 0.122106E+02, 0.000000E+00,
 0.189000E+04, 0.601998E+02, 0.224947E+02, 0.116344E+01, 0.459139E+02,-0.426903E+00, 0.104301E+03, 0.309797E+02, 0.108046E+01, 0.479885E+02,-0.112902E+01, 0.634339E+02, 0.226354E+02, 0.130260E+01, 0.424349E+02,-0.125007E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.146592E-01, 0.167003E-04, 0.833914E+03, 0.833914E+03, 0.000000E+00, 0.000000E+00, 0.558723E+03, 0.101652E+01, 0.000000E+00, 0.922159E+00, 0.130525E-01, 0.236250E+06, 0.236250E+06, 0.000000E+00, 0.398025E+00, 0.158287E+06, 0.123408E+02, 0.000000E+00,
 0.190000E+04, 0.603767E+02, 0.225034E+02, 0.116360E+01, 0.459100E+02,-0.428194E+00, 0.104644E+03, 0.310470E+02, 0.108012E+01, 0.479971E+02,-0.113371E+01, 0.636173E+02, 0.226528E+02, 0.130278E+01, 0.424304E+02,-0.125800E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.141940E-01, 0.162425E-04, 0.811050E+03, 0.811050E+03, 0.000000E+00, 0.000000E+00, 0.543404E+03, 0.101668E+01, 0.000000E+00, 0.923889E+00, 0.131215E-01, 0.237500E+06, 0.237500E+06, 0.000000E+00, 0.398074E+00, 0.159125E+06, 0.124717E+02, 0.000000E+00,
 0.191000E+04, 0.605536E+02, 0.225122E+02, 0.116375E+01, 0.459063E+02,-0.429491E+00, 0.104986E+03, 0.311146E+02, 0.107977E+01, 0.480057E+02,-0.113840E+01, 0.638006E+02, 0.226702E+02, 0.130296E+01, 0.424260E+02,-0.126596E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.137439E-01, 0.157971E-04, 0.788813E+03, 0.788813E+03, 0.000000E+00, 0.000000E+00, 0.528505E+03, 0.101684E+01, 0.000000E+00, 0.925606E+00, 0.131906E-01, 0.238750E+06, 0.238750E+06, 0.000000E+00, 0.398120E+00, 0.159962E+06, 0.126033E+02, 0.000000E+00,
 0.192000E+04, 0.607305E+02, 0.225210E+02, 0.116388E+01, 0.459029E+02,-0.430796E+00, 0.105329E+03, 0.311826E+02, 0.107943E+01, 0.480143E+02,-0.114310E+01, 0.639838E+02, 0.226876E+02, 0.130314E+01, 0.424216E+02,-0.127393E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.133084E-01, 0.153640E-04, 0.767185E+03, 0.767185E+03, 0.000000E+00, 0.000000E+00, 0.514014E+03, 0.101700E+01, 0.000000E+00, 0.927312E+00, 0.132597E-01, 0.240000E+06, 0.240000E+06, 0.000000E+00, 0.398163E+00, 0.160800E+06, 0.127356E+02, 0.000000E+00,
 0.193000E+04, 0.609073E+02, 0.225299E+02, 0.116401E+01, 0.458998E+02,-0.432108E+00, 0.105672E+03, 0.312508E+02, 0.107908E+01, 0.480229E+02,-0.114781E+01, 0.641670E+02, 0.227051E+02, 0.130331E+01, 0.424172E+02,-0.128192E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.128869E-01, 0.149428E-04, 0.746151E+03, 0.746151E+03, 0.847033E-13, 0.000000E+00, 0.499921E+03, 0.101715E+01, 0.000000E+00, 0.929007E+00, 0.133287E-01, 0.241250E+06, 0.241250E+06, 0.000000E+00, 0.398203E+00, 0.161637E+06, 0.128685E+02, 0.000000E+00,
 0.194000E+04, 0.610840E+02, 0.225389E+02, 0.116412E+01, 0.458970E+02,-0.433426E+00, 0.106015E+03, 0.313194E+02, 0.107874E+01, 0.480316E+02,-0.115252E+01, 0.643500E+02, 0.227227E+02, 0.130349E+01, 0.424128E+02,-0.128993E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.124791E-01, 0.145331E-04, 0.725693E+03, 0.725693E+03, 0.000000E+00, 0.000000E+00, 0.486214E+03, 0.101730E+01, 0.000000E+00, 0.930689E+00, 0.133978E-01, 0.242500E+06, 0.242500E+06, 0.000000E+00, 0.398241E+00, 0.162475E+06, 0.130022E+02, 0.000000E+00,
 0.195000E+04, 0.612606E+02, 0.225479E+02, 0.116422E+01, 0.458945E+02,-0.434751E+00, 0.106357E+03, 0.313882E+02, 0.107839E+01, 0.480403E+02,-0.115724E+01, 0.645330E+02, 0.227402E+02, 0.130366E+01, 0.424084E+02,-0.129795E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.120845E-01, 0.141346E-04, 0.705796E+03, 0.705796E+03, 0.000000E+00, 0.000000E+00, 0.472883E+03, 0.101744E+01, 0.000000E+00, 0.932361E+00, 0.134669E-01, 0.243750E+06, 0.243750E+06, 0.000000E+00, 0.398277E+00, 0.163312E+06, 0.131366E+02, 0.000000E+00,
 0.196000E+04, 0.614372E+02, 0.225570E+02, 0.116431E+01, 0.458922E+02,-0.436081E+00, 0.106700E+03, 0.314574E+02, 0.107804E+01, 0.480489E+02,-0.116196E+01, 0.647159E+02, 0.227578E+02, 0.130384E+01, 0.424041E+02,-0.130599E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.117026E-01, 0.137471E-04, 0.686445E+03, 0.686445E+03, 0.000000E+00, 0.000000E+00, 0.459918E+03, 0.101758E+01, 0.000000E+00, 0.934021E+00, 0.135359E-01, 0.245000E+06, 0.245000E+06, 0.000000E+00, 0.398309E+00, 0.164150E+06, 0.132716E+02, 0.000000E+00,
 0.197000E+04, 0.616138E+02, 0.225661E+02, 0.116439E+01, 0.458902E+02,-0.437417E+00, 0.107043E+03, 0.315268E+02, 0.107770E+01, 0.480576E+02,-0.116669E+01, 0.648987E+02, 0.227755E+02, 0.130401E+01, 0.423998E+02,-0.131405E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.113330E-01, 0.133701E-04, 0.667624E+03, 0.667624E+03, 0.000000E+00, 0.000000E+00, 0.447308E+03, 0.101771E+01, 0.000000E+00, 0.935671E+00, 0.136050E-01, 0.246250E+06, 0.246250E+06, 0.000000E+00, 0.398340E+00, 0.164987E+06, 0.134073E+02, 0.000000E+00,
 0.198000E+04, 0.617902E+02, 0.225753E+02, 0.116447E+01, 0.458884E+02,-0.438758E+00, 0.107385E+03, 0.315965E+02, 0.107735E+01, 0.480662E+02,-0.117142E+01, 0.650814E+02, 0.227931E+02, 0.130418E+01, 0.423955E+02,-0.132212E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.109753E-01, 0.130036E-04, 0.649319E+03, 0.649319E+03, 0.000000E+00, 0.000000E+00, 0.435044E+03, 0.101785E+01, 0.000000E+00, 0.937309E+00, 0.136740E-01, 0.247500E+06, 0.247500E+06, 0.000000E+00, 0.398367E+00, 0.165825E+06, 0.135438E+02, 0.000000E+00,
 0.199000E+04, 0.619666E+02, 0.225845E+02, 0.116453E+01, 0.458868E+02,-0.440105E+00, 0.107728E+03, 0.316665E+02, 0.107700E+01, 0.480749E+02,-0.117615E+01, 0.652640E+02, 0.228109E+02, 0.130435E+01, 0.423912E+02,-0.133021E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.106291E-01, 0.126470E-04, 0.631516E+03, 0.631516E+03, 0.000000E+00, 0.000000E+00, 0.423116E+03, 0.101797E+01, 0.000000E+00, 0.938937E+00, 0.137431E-01, 0.248750E+06, 0.248750E+06, 0.000000E+00, 0.398393E+00, 0.166662E+06, 0.136809E+02, 0.000000E+00,
 0.200000E+04, 0.621429E+02, 0.225938E+02, 0.116458E+01, 0.458854E+02,-0.441456E+00, 0.108071E+03, 0.317367E+02, 0.107666E+01, 0.480835E+02,-0.118089E+01, 0.654465E+02, 0.228286E+02, 0.130452E+01, 0.423870E+02,-0.133832E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.102941E-01, 0.123003E-04, 0.614202E+03, 0.614202E+03, 0.000000E+00, 0.000000E+00, 0.411515E+03, 0.101810E+01, 0.000000E+00, 0.940555E+00, 0.138122E-01, 0.250000E+06, 0.250000E+06, 0.000000E+00, 0.398415E+00, 0.167500E+06, 0.138187E+02, 0.000000E+00,
 0.201000E+04, 0.623192E+02, 0.226031E+02, 0.116463E+01, 0.458843E+02,-0.442812E+00, 0.108413E+03, 0.318072E+02, 0.107631E+01, 0.480922E+02,-0.118562E+01, 0.656290E+02, 0.228464E+02, 0.130469E+01, 0.423828E+02,-0.134645E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.996979E-02, 0.119630E-04, 0.597362E+03, 0.597362E+03, 0.000000E+00, 0.000000E+00, 0.400232E+03, 0.101822E+01, 0.000000E+00, 0.942162E+00, 0.138812E-01, 0.251250E+06, 0.251250E+06, 0.000000E+00, 0.398436E+00, 0.168337E+06, 0.139572E+02, 0.000000E+00,
 0.202000E+04, 0.624954E+02, 0.226125E+02, 0.116467E+01, 0.458833E+02,-0.444172E+00, 0.108755E+03, 0.318780E+02, 0.107597E+01, 0.481008E+02,-0.119037E+01, 0.658113E+02, 0.228642E+02, 0.130486E+01, 0.423786E+02,-0.135459E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.965593E-02, 0.116350E-04, 0.580983E+03, 0.580983E+03, 0.000000E+00, 0.000000E+00, 0.389259E+03, 0.101834E+01, 0.000000E+00, 0.943759E+00, 0.139503E-01, 0.252500E+06, 0.252500E+06, 0.000000E+00, 0.398454E+00, 0.169175E+06, 0.140964E+02, 0.000000E+00,
 0.203000E+04, 0.626715E+02, 0.226219E+02, 0.116470E+01, 0.458826E+02,-0.445536E+00, 0.109098E+03, 0.319490E+02, 0.107562E+01, 0.481094E+02,-0.119511E+01, 0.659936E+02, 0.228821E+02, 0.130503E+01, 0.423744E+02,-0.136275E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.935214E-02, 0.113160E-04, 0.565054E+03, 0.565054E+03, 0.000000E+00, 0.000000E+00, 0.378586E+03, 0.101845E+01, 0.000000E+00, 0.945346E+00, 0.140193E-01, 0.253750E+06, 0.253750E+06, 0.000000E+00, 0.398469E+00, 0.170012E+06, 0.142363E+02, 0.000000E+00,
 0.204000E+04, 0.628476E+02, 0.226313E+02, 0.116472E+01, 0.458820E+02,-0.446904E+00, 0.109440E+03, 0.320202E+02, 0.107528E+01, 0.481180E+02,-0.119985E+01, 0.661757E+02, 0.229000E+02, 0.130519E+01, 0.423702E+02,-0.137093E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.905809E-02, 0.110058E-04, 0.549561E+03, 0.549561E+03, 0.000000E+00, 0.000000E+00, 0.368206E+03, 0.101856E+01, 0.000000E+00, 0.946923E+00, 0.140884E-01, 0.255000E+06, 0.255000E+06, 0.000000E+00, 0.398483E+00, 0.170850E+06, 0.143768E+02, 0.000000E+00,
 0.205000E+04, 0.630236E+02, 0.226408E+02, 0.116474E+01, 0.458816E+02,-0.448276E+00, 0.109783E+03, 0.320917E+02, 0.107494E+01, 0.481265E+02,-0.120460E+01, 0.663578E+02, 0.229179E+02, 0.130536E+01, 0.423661E+02,-0.137913E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.877346E-02, 0.107040E-04, 0.534494E+03, 0.534494E+03, 0.000000E+00, 0.000000E+00, 0.358111E+03, 0.101867E+01, 0.000000E+00, 0.948490E+00, 0.141575E-01, 0.256250E+06, 0.256250E+06, 0.000000E+00, 0.398494E+00, 0.171687E+06, 0.145181E+02, 0.000000E+00,
 0.206000E+04, 0.631995E+02, 0.226504E+02, 0.116475E+01, 0.458813E+02,-0.449652E+00, 0.110125E+03, 0.321634E+02, 0.107460E+01, 0.481351E+02,-0.120935E+01, 0.665397E+02, 0.229359E+02, 0.130552E+01, 0.423619E+02,-0.138734E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.849795E-02, 0.104105E-04, 0.519839E+03, 0.519839E+03, 0.000000E+00, 0.000000E+00, 0.348292E+03, 0.101878E+01, 0.000000E+00, 0.950048E+00, 0.142265E-01, 0.257500E+06, 0.257500E+06, 0.000000E+00, 0.398502E+00, 0.172525E+06, 0.146601E+02, 0.000000E+00,
 0.207000E+04, 0.633754E+02, 0.226600E+02, 0.116475E+01, 0.458812E+02,-0.451031E+00, 0.110467E+03, 0.322354E+02, 0.107426E+01, 0.481436E+02,-0.121410E+01, 0.667216E+02, 0.229539E+02, 0.130569E+01, 0.423578E+02,-0.139556E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.823125E-02, 0.101251E-04, 0.505586E+03, 0.505586E+03, 0.000000E+00, 0.000000E+00, 0.338743E+03, 0.101888E+01, 0.000000E+00, 0.951596E+00, 0.142956E-01, 0.258750E+06, 0.258750E+06, 0.000000E+00, 0.398509E+00, 0.173362E+06, 0.148027E+02, 0.000000E+00,
 0.208000E+04, 0.635512E+02, 0.226697E+02, 0.116475E+01, 0.458813E+02,-0.452414E+00, 0.110809E+03, 0.323076E+02, 0.107392E+01, 0.481521E+02,-0.121885E+01, 0.669034E+02, 0.229720E+02, 0.130585E+01, 0.423537E+02,-0.140381E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.797307E-02, 0.984749E-05, 0.491724E+03, 0.491724E+03, 0.000000E+00, 0.000000E+00, 0.329455E+03, 0.101898E+01, 0.000000E+00, 0.953135E+00, 0.143646E-01, 0.260000E+06, 0.260000E+06, 0.000000E+00, 0.398513E+00, 0.174200E+06, 0.149460E+02, 0.000000E+00,
 0.209000E+04, 0.637269E+02, 0.226794E+02, 0.116474E+01, 0.458815E+02,-0.453802E+00, 0.111153E+03, 0.323800E+02, 0.107361E+01, 0.481598E+02,-0.122357E+01, 0.670850E+02, 0.229901E+02, 0.130601E+01, 0.423497E+02,-0.141206E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.772314E-02, 0.957749E-05, 0.478242E+03, 0.478242E+03, 0.000000E+00, 0.000000E+00, 0.320422E+03, 0.101908E+01, 0.000000E+00, 0.953501E+00, 0.144337E-01, 0.261250E+06, 0.261250E+06, 0.000000E+00, 0.398514E+00, 0.175037E+06, 0.150901E+02, 0.000000E+00,
 0.210000E+04, 0.639025E+02, 0.226890E+02, 0.116487E+01, 0.458783E+02,-0.455187E+00, 0.111561E+03, 0.324540E+02, 0.107462E+01, 0.481346E+02,-0.122697E+01, 0.672697E+02, 0.230083E+02, 0.130616E+01, 0.423459E+02,-0.142002E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.748119E-02, 0.931490E-05, 0.465130E+03, 0.465130E+03, 0.000000E+00, 0.000000E+00, 0.311637E+03, 0.101917E+01, 0.000000E+00, 0.949791E+00, 0.145028E-01, 0.262500E+06, 0.262500E+06, 0.000000E+00, 0.398514E+00, 0.175875E+06, 0.152348E+02, 0.000000E+00,
 0.211000E+04, 0.640782E+02, 0.226985E+02, 0.116536E+01, 0.458660E+02,-0.456334E+00, 0.112003E+03, 0.325314E+02, 0.107653E+01, 0.480868E+02,-0.122945E+01, 0.674626E+02, 0.230265E+02, 0.130629E+01, 0.423428E+02,-0.142813E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.724687E-02, 0.905951E-05, 0.452377E+03, 0.452377E+03, 0.000000E+00, 0.000000E+00, 0.303093E+03, 0.101926E+01, 0.000000E+00, 0.948955E+00, 0.145718E-01, 0.263750E+06, 0.263750E+06, 0.000000E+00, 0.398512E+00, 0.176712E+06, 0.153802E+02, 0.000000E+00,
 0.212000E+04, 0.642543E+02, 0.227074E+02, 0.116616E+01, 0.458459E+02,-0.457214E+00, 0.112447E+03, 0.326108E+02, 0.107872E+01, 0.480321E+02,-0.123159E+01, 0.676631E+02, 0.230448E+02, 0.130641E+01, 0.423398E+02,-0.143653E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.701985E-02, 0.881112E-05, 0.439974E+03, 0.439974E+03, 0.000000E+00, 0.000000E+00, 0.294782E+03, 0.101935E+01, 0.000000E+00, 0.948979E+00, 0.146409E-01, 0.265000E+06, 0.265000E+06, 0.000000E+00, 0.398507E+00, 0.177550E+06, 0.155263E+02, 0.000000E+00,
 0.213000E+04, 0.644307E+02, 0.227157E+02, 0.116718E+01, 0.458205E+02,-0.457885E+00, 0.112886E+03, 0.326909E+02, 0.108100E+01, 0.479749E+02,-0.123354E+01, 0.678690E+02, 0.230633E+02, 0.130654E+01, 0.423365E+02,-0.144516E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.679990E-02, 0.856953E-05, 0.427911E+03, 0.427911E+03, 0.000000E+00, 0.000000E+00, 0.286700E+03, 0.101944E+01, 0.000000E+00, 0.949293E+00, 0.147099E-01, 0.266250E+06, 0.266250E+06, 0.000000E+00, 0.398500E+00, 0.178387E+06, 0.156731E+02, 0.000000E+00,
 0.214000E+04, 0.646074E+02, 0.227234E+02, 0.116833E+01, 0.457917E+02,-0.458406E+00, 0.113319E+03, 0.327707E+02, 0.108334E+01, 0.479166E+02,-0.123533E+01, 0.680783E+02, 0.230818E+02, 0.130669E+01, 0.423326E+02,-0.145392E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.658682E-02, 0.833458E-05, 0.416178E+03, 0.416178E+03, 0.000000E+00, 0.000000E+00, 0.278839E+03, 0.101952E+01, 0.000000E+00, 0.949711E+00, 0.147790E-01, 0.267500E+06, 0.267500E+06, 0.000000E+00, 0.398491E+00, 0.179225E+06, 0.158205E+02, 0.000000E+00,
