Time,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,
,Comp 1,Comp 1,Comp 1,Comp 1,Comp 1,Comp 2,Comp 2,Comp 2,Comp 2,Comp 2,Comp 3,Comp 3,Comp 3,Comp 3,Comp 3,Comp 1,Comp 2,Comp 3,Outside,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,
s,C,C,m,m^3,Pa,C,C,m,m^3,Pa,C,C,m,m^3,Pa,W,W,W,W,kg/s,kg/s,W,W,W,m,W,kg,kg,kg/s,kg/s,W,W,W,m,W,kg,kg,
 0.137000E+04, 0.510731E+02, 0.221992E+02, 0.111418E+01, 0.471454E+02,-0.384993E+00, 0.867345E+02, 0.285496E+02, 0.109232E+01, 0.476919E+02,-0.923543E+00, 0.540071E+02, 0.217750E+02, 0.129159E+01, 0.427103E+02,-0.856978E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.812308E-01, 0.708854E-04, 0.353959E+04, 0.353959E+04, 0.000000E+00, 0.256655E-01, 0.237152E+04, 0.997053E+00, 0.000000E+00, 0.810141E+00, 0.946133E-02, 0.171250E+06, 0.171250E+06, 0.000000E+00, 0.390792E+00, 0.114737E+06, 0.648547E+01, 0.000000E+00,
 0.138000E+04, 0.512450E+02, 0.222002E+02, 0.111664E+01, 0.470840E+02,-0.384909E+00, 0.870593E+02, 0.285524E+02, 0.109233E+01, 0.476918E+02,-0.925807E+00, 0.541838E+02, 0.217912E+02, 0.129188E+01, 0.427029E+02,-0.864357E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.785393E-01, 0.689418E-04, 0.344254E+04, 0.344254E+04, 0.000000E+00, 0.213568E-01, 0.230650E+04, 0.997752E+00, 0.000000E+00, 0.812824E+00, 0.953039E-02, 0.172500E+06, 0.172500E+06, 0.000000E+00, 0.391040E+00, 0.115575E+06, 0.658046E+01, 0.000000E+00,
 0.139000E+04, 0.514166E+02, 0.222014E+02, 0.111900E+01, 0.470251E+02,-0.384878E+00, 0.873841E+02, 0.285566E+02, 0.109231E+01, 0.476924E+02,-0.928137E+00, 0.543602E+02, 0.218074E+02, 0.129217E+01, 0.426957E+02,-0.871734E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.759406E-01, 0.670516E-04, 0.334815E+04, 0.334815E+04, 0.000000E+00, 0.170957E-01, 0.224326E+04, 0.998431E+00, 0.000000E+00, 0.815473E+00, 0.959945E-02, 0.173750E+06, 0.173750E+06, 0.000000E+00, 0.391283E+00, 0.116412E+06, 0.667615E+01, 0.000000E+00,
 0.140000E+04, 0.515882E+02, 0.222029E+02, 0.112126E+01, 0.469686E+02,-0.384899E+00, 0.877091E+02, 0.285619E+02, 0.109226E+01, 0.476935E+02,-0.930532E+00, 0.545364E+02, 0.218236E+02, 0.129245E+01, 0.426887E+02,-0.879110E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.734314E-01, 0.652132E-04, 0.325635E+04, 0.325635E+04, 0.000000E+00, 0.128817E-01, 0.218176E+04, 0.999091E+00, 0.000000E+00, 0.818091E+00, 0.966851E-02, 0.175000E+06, 0.175000E+06, 0.000000E+00, 0.391521E+00, 0.117250E+06, 0.677252E+01, 0.000000E+00,
 0.141000E+04, 0.517596E+02, 0.222046E+02, 0.112343E+01, 0.469144E+02,-0.384969E+00, 0.880343E+02, 0.285685E+02, 0.109219E+01, 0.476952E+02,-0.932988E+00, 0.547125E+02, 0.218398E+02, 0.129273E+01, 0.426818E+02,-0.886486E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.710083E-01, 0.634252E-04, 0.316707E+04, 0.316707E+04, 0.000000E+00, 0.871431E-02, 0.212194E+04, 0.999733E+00, 0.000000E+00, 0.820677E+00, 0.973757E-02, 0.176250E+06, 0.176250E+06, 0.000000E+00, 0.391753E+00, 0.118088E+06, 0.686958E+01, 0.000000E+00,
 0.142000E+04, 0.519309E+02, 0.222066E+02, 0.112551E+01, 0.468623E+02,-0.385088E+00, 0.883596E+02, 0.285760E+02, 0.109210E+01, 0.476974E+02,-0.935500E+00, 0.548885E+02, 0.218559E+02, 0.129300E+01, 0.426750E+02,-0.893861E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.686684E-01, 0.616862E-04, 0.308024E+04, 0.308024E+04, 0.000000E+00, 0.459302E-02, 0.206376E+04, 0.100036E+01, 0.000000E+00, 0.823233E+00, 0.980663E-02, 0.177500E+06, 0.177500E+06, 0.000000E+00, 0.391981E+00, 0.118925E+06, 0.696734E+01, 0.000000E+00,
 0.143000E+04, 0.521020E+02, 0.222087E+02, 0.112750E+01, 0.468124E+02,-0.385251E+00, 0.886851E+02, 0.285845E+02, 0.109200E+01, 0.477001E+02,-0.938064E+00, 0.550645E+02, 0.218721E+02, 0.129326E+01, 0.426684E+02,-0.901237E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.664085E-01, 0.599949E-04, 0.299578E+04, 0.299578E+04, 0.000000E+00, 0.517299E-03, 0.200718E+04, 0.100097E+01, 0.000000E+00, 0.825760E+00, 0.987569E-02, 0.178750E+06, 0.178750E+06, 0.000000E+00, 0.392203E+00, 0.119762E+06, 0.706578E+01, 0.000000E+00,
 0.144000E+04, 0.522730E+02, 0.222111E+02, 0.112942E+01, 0.467645E+02,-0.385458E+00, 0.890107E+02, 0.285942E+02, 0.109187E+01, 0.477033E+02,-0.940682E+00, 0.552405E+02, 0.218883E+02, 0.129352E+01, 0.426620E+02,-0.908613E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.642258E-01, 0.583500E-04, 0.291365E+04, 0.291365E+04, 0.000000E+00, 0.000000E+00, 0.195214E+04, 0.100156E+01, 0.000000E+00, 0.828257E+00, 0.994475E-02, 0.180000E+06, 0.180000E+06, 0.000000E+00, 0.392421E+00, 0.120600E+06, 0.716492E+01, 0.000000E+00,
 0.145000E+04, 0.524439E+02, 0.222137E+02, 0.113126E+01, 0.467186E+02,-0.385708E+00, 0.893365E+02, 0.286051E+02, 0.109172E+01, 0.477069E+02,-0.943359E+00, 0.554164E+02, 0.219044E+02, 0.129378E+01, 0.426556E+02,-0.915989E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.621174E-01, 0.567502E-04, 0.283376E+04, 0.283376E+04, 0.338813E-12, 0.000000E+00, 0.189862E+04, 0.100213E+01, 0.000000E+00, 0.830726E+00, 0.100138E-01, 0.181250E+06, 0.181250E+06, 0.000000E+00, 0.392633E+00, 0.121437E+06, 0.726474E+01, 0.000000E+00,
 0.146000E+04, 0.526148E+02, 0.222166E+02, 0.113301E+01, 0.466746E+02,-0.385976E+00, 0.896625E+02, 0.286192E+02, 0.109156E+01, 0.477109E+02,-0.946105E+00, 0.555924E+02, 0.219206E+02, 0.129403E+01, 0.426494E+02,-0.923354E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.600807E-01, 0.551942E-04, 0.275607E+04, 0.275607E+04, 0.000000E+00, 0.000000E+00, 0.184656E+04, 0.100269E+01, 0.000000E+00, 0.833171E+00, 0.100829E-01, 0.182500E+06, 0.182500E+06, 0.000000E+00, 0.392841E+00, 0.122275E+06, 0.736526E+01, 0.000000E+00,
 0.147000E+04, 0.527859E+02, 0.222196E+02, 0.113468E+01, 0.466329E+02,-0.386290E+00, 0.899896E+02, 0.286411E+02, 0.109141E+01, 0.477148E+02,-0.949099E+00, 0.557686E+02, 0.219368E+02, 0.129427E+01, 0.426433E+02,-0.930708E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.581125E-01, 0.536809E-04, 0.268050E+04, 0.268050E+04, 0.000000E+00, 0.000000E+00, 0.179593E+04, 0.100323E+01, 0.000000E+00, 0.835603E+00, 0.101519E-01, 0.183750E+06, 0.183750E+06, 0.000000E+00, 0.393044E+00, 0.123112E+06, 0.746647E+01, 0.000000E+00,
 0.148000E+04, 0.529573E+02, 0.222229E+02, 0.113626E+01, 0.465934E+02,-0.386663E+00, 0.903182E+02, 0.286692E+02, 0.109125E+01, 0.477187E+02,-0.952311E+00, 0.559450E+02, 0.219529E+02, 0.129451E+01, 0.426373E+02,-0.938057E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.562102E-01, 0.522091E-04, 0.260701E+04, 0.260701E+04, 0.000000E+00, 0.000000E+00, 0.174669E+04, 0.100376E+01, 0.000000E+00, 0.838021E+00, 0.102210E-01, 0.185000E+06, 0.185000E+06, 0.000000E+00, 0.393242E+00, 0.123950E+06, 0.756836E+01, 0.000000E+00,
 0.149000E+04, 0.531292E+02, 0.222264E+02, 0.113776E+01, 0.465560E+02,-0.387095E+00, 0.906486E+02, 0.287021E+02, 0.109110E+01, 0.477225E+02,-0.955698E+00, 0.561217E+02, 0.219691E+02, 0.129474E+01, 0.426315E+02,-0.945406E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.543715E-01, 0.507776E-04, 0.253553E+04, 0.253553E+04, 0.000000E+00, 0.000000E+00, 0.169880E+04, 0.100428E+01, 0.000000E+00, 0.840426E+00, 0.102901E-01, 0.186250E+06, 0.186250E+06, 0.000000E+00, 0.393436E+00, 0.124787E+06, 0.767095E+01, 0.000000E+00,
 0.150000E+04, 0.533015E+02, 0.222302E+02, 0.113918E+01, 0.465206E+02,-0.387581E+00, 0.909808E+02, 0.287387E+02, 0.109095E+01, 0.477263E+02,-0.959224E+00, 0.562990E+02, 0.219852E+02, 0.129496E+01, 0.426259E+02,-0.952759E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.525941E-01, 0.493854E-04, 0.246601E+04, 0.246601E+04, 0.000000E+00, 0.000000E+00, 0.165223E+04, 0.100478E+01, 0.000000E+00, 0.842816E+00, 0.103591E-01, 0.187500E+06, 0.187500E+06, 0.000000E+00, 0.393625E+00, 0.125625E+06, 0.777423E+01, 0.000000E+00,
 0.151000E+04, 0.534744E+02, 0.222341E+02, 0.114052E+01, 0.464870E+02,-0.388116E+00, 0.913147E+02, 0.287783E+02, 0.109079E+01, 0.477302E+02,-0.962867E+00, 0.564768E+02, 0.220014E+02, 0.129518E+01, 0.426204E+02,-0.960120E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.508758E-01, 0.480314E-04, 0.239840E+04, 0.239840E+04, 0.000000E+00, 0.000000E+00, 0.160693E+04, 0.100526E+01, 0.000000E+00, 0.845189E+00, 0.104282E-01, 0.188750E+06, 0.188750E+06, 0.000000E+00, 0.393810E+00, 0.126462E+06, 0.787820E+01, 0.000000E+00,
 0.152000E+04, 0.536477E+02, 0.222383E+02, 0.114180E+01, 0.464550E+02,-0.388698E+00, 0.916500E+02, 0.288204E+02, 0.109063E+01, 0.477342E+02,-0.966605E+00, 0.566552E+02, 0.220176E+02, 0.129540E+01, 0.426151E+02,-0.967492E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.492147E-01, 0.467145E-04, 0.233264E+04, 0.233264E+04, 0.000000E+00, 0.000000E+00, 0.156287E+04, 0.100574E+01, 0.000000E+00, 0.847545E+00, 0.104972E-01, 0.190000E+06, 0.190000E+06, 0.000000E+00, 0.393990E+00, 0.127300E+06, 0.798286E+01, 0.000000E+00,
 0.153000E+04, 0.538215E+02, 0.222427E+02, 0.114302E+01, 0.464245E+02,-0.389322E+00, 0.919865E+02, 0.288644E+02, 0.109047E+01, 0.477383E+02,-0.970425E+00, 0.568343E+02, 0.220338E+02, 0.129561E+01, 0.426098E+02,-0.974876E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.476088E-01, 0.454337E-04, 0.226868E+04, 0.226868E+04, 0.000000E+00, 0.000000E+00, 0.152002E+04, 0.100620E+01, 0.000000E+00, 0.849883E+00, 0.105663E-01, 0.191250E+06, 0.191250E+06, 0.000000E+00, 0.394166E+00, 0.128137E+06, 0.808821E+01, 0.000000E+00,
 0.154000E+04, 0.539959E+02, 0.222474E+02, 0.114418E+01, 0.463954E+02,-0.389984E+00, 0.923242E+02, 0.289102E+02, 0.109030E+01, 0.477426E+02,-0.974314E+00, 0.570139E+02, 0.220500E+02, 0.129582E+01, 0.426046E+02,-0.982274E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.460561E-01, 0.441880E-04, 0.220648E+04, 0.220648E+04, 0.000000E+00, 0.000000E+00, 0.147834E+04, 0.100664E+01, 0.000000E+00, 0.852202E+00, 0.106354E-01, 0.192500E+06, 0.192500E+06, 0.000000E+00, 0.394337E+00, 0.128975E+06, 0.819425E+01, 0.000000E+00,
 0.155000E+04, 0.541708E+02, 0.222522E+02, 0.114530E+01, 0.463676E+02,-0.390683E+00, 0.926627E+02, 0.289575E+02, 0.109012E+01, 0.477470E+02,-0.978265E+00, 0.571942E+02, 0.220662E+02, 0.129602E+01, 0.425995E+02,-0.989686E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.445549E-01, 0.429764E-04, 0.214598E+04, 0.214598E+04, 0.000000E+00, 0.000000E+00, 0.143781E+04, 0.100708E+01, 0.000000E+00, 0.854502E+00, 0.107044E-01, 0.193750E+06, 0.193750E+06, 0.000000E+00, 0.394505E+00, 0.129812E+06, 0.830099E+01, 0.000000E+00,
 0.156000E+04, 0.543461E+02, 0.222572E+02, 0.114636E+01, 0.463410E+02,-0.391415E+00, 0.930019E+02, 0.290060E+02, 0.108993E+01, 0.477517E+02,-0.982269E+00, 0.573750E+02, 0.220825E+02, 0.129622E+01, 0.425944E+02,-0.997111E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.431035E-01, 0.417981E-04, 0.208715E+04, 0.208715E+04, 0.000000E+00, 0.000000E+00, 0.139839E+04, 0.100750E+01, 0.000000E+00, 0.856783E+00, 0.107735E-01, 0.195000E+06, 0.195000E+06, 0.000000E+00, 0.394668E+00, 0.130650E+06, 0.840841E+01, 0.000000E+00,
 0.157000E+04, 0.545219E+02, 0.222624E+02, 0.114738E+01, 0.463156E+02,-0.392179E+00, 0.933418E+02, 0.290557E+02, 0.108974E+01, 0.477565E+02,-0.986320E+00, 0.575563E+02, 0.220988E+02, 0.129643E+01, 0.425894E+02,-0.100455E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.417003E-01, 0.406521E-04, 0.202992E+04, 0.202992E+04, 0.000000E+00, 0.000000E+00, 0.136005E+04, 0.100791E+01, 0.000000E+00, 0.859044E+00, 0.108425E-01, 0.196250E+06, 0.196250E+06, 0.000000E+00, 0.394827E+00, 0.131488E+06, 0.851652E+01, 0.000000E+00,
 0.158000E+04, 0.546980E+02, 0.222678E+02, 0.114835E+01, 0.462913E+02,-0.392972E+00, 0.936822E+02, 0.291063E+02, 0.108954E+01, 0.477615E+02,-0.990415E+00, 0.577380E+02, 0.221150E+02, 0.129663E+01, 0.425843E+02,-0.101200E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.403436E-01, 0.395375E-04, 0.197426E+04, 0.197426E+04, 0.000000E+00, 0.000000E+00, 0.132276E+04, 0.100831E+01, 0.000000E+00, 0.861285E+00, 0.109116E-01, 0.197500E+06, 0.197500E+06, 0.000000E+00, 0.394982E+00, 0.132325E+06, 0.862533E+01, 0.000000E+00,
 0.159000E+04, 0.548745E+02, 0.222733E+02, 0.114928E+01, 0.462680E+02,-0.393793E+00, 0.940230E+02, 0.291580E+02, 0.108933E+01, 0.477667E+02,-0.994549E+00, 0.579202E+02, 0.221313E+02, 0.129683E+01, 0.425793E+02,-0.101947E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.390320E-01, 0.384535E-04, 0.192013E+04, 0.192013E+04, 0.000000E+00, 0.000000E+00, 0.128649E+04, 0.100870E+01, 0.000000E+00, 0.863507E+00, 0.109807E-01, 0.198750E+06, 0.198750E+06, 0.000000E+00, 0.395133E+00, 0.133162E+06, 0.873482E+01, 0.000000E+00,
 0.160000E+04, 0.550513E+02, 0.222790E+02, 0.115017E+01, 0.462457E+02,-0.394640E+00, 0.943641E+02, 0.292104E+02, 0.108912E+01, 0.477721E+02,-0.998719E+00, 0.581027E+02, 0.221477E+02, 0.129703E+01, 0.425743E+02,-0.102694E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.377638E-01, 0.373992E-04, 0.186749E+04, 0.186749E+04, 0.000000E+00, 0.000000E+00, 0.125122E+04, 0.100908E+01, 0.000000E+00, 0.865710E+00, 0.110497E-01, 0.200000E+06, 0.200000E+06, 0.000000E+00, 0.395280E+00, 0.134000E+06, 0.884501E+01, 0.000000E+00,
 0.161000E+04, 0.552283E+02, 0.222849E+02, 0.115102E+01, 0.462244E+02,-0.395512E+00, 0.947056E+02, 0.292637E+02, 0.108889E+01, 0.477777E+02,-0.100292E+01, 0.582855E+02, 0.221640E+02, 0.129723E+01, 0.425693E+02,-0.103444E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.365378E-01, 0.363738E-04, 0.181629E+04, 0.181629E+04, 0.000000E+00, 0.000000E+00, 0.121691E+04, 0.100945E+01, 0.000000E+00, 0.867893E+00, 0.111188E-01, 0.201250E+06, 0.201250E+06, 0.000000E+00, 0.395423E+00, 0.134838E+06, 0.895588E+01, 0.000000E+00,
 0.162000E+04, 0.554055E+02, 0.222909E+02, 0.115184E+01, 0.462041E+02,-0.396408E+00, 0.950473E+02, 0.293177E+02, 0.108866E+01, 0.477834E+02,-0.100716E+01, 0.584686E+02, 0.221804E+02, 0.129743E+01, 0.425643E+02,-0.104194E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.353525E-01, 0.353765E-04, 0.176649E+04, 0.176649E+04, 0.000000E+00, 0.000000E+00, 0.118355E+04, 0.100981E+01, 0.000000E+00, 0.870057E+00, 0.111878E-01, 0.202500E+06, 0.202500E+06, 0.000000E+00, 0.395562E+00, 0.135675E+06, 0.906745E+01, 0.000000E+00,
 0.163000E+04, 0.555829E+02, 0.222970E+02, 0.115262E+01, 0.461846E+02,-0.397326E+00, 0.953891E+02, 0.293725E+02, 0.108842E+01, 0.477894E+02,-0.101142E+01, 0.586519E+02, 0.221968E+02, 0.129763E+01, 0.425593E+02,-0.104945E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.342065E-01, 0.344065E-04, 0.171805E+04, 0.171805E+04, 0.000000E+00, 0.000000E+00, 0.115110E+04, 0.101016E+01, 0.000000E+00, 0.872203E+00, 0.112569E-01, 0.203750E+06, 0.203750E+06, 0.000000E+00, 0.395698E+00, 0.136512E+06, 0.917970E+01, 0.000000E+00,
 0.164000E+04, 0.557604E+02, 0.223033E+02, 0.115336E+01, 0.461660E+02,-0.398267E+00, 0.957312E+02, 0.294279E+02, 0.108818E+01, 0.477955E+02,-0.101571E+01, 0.588354E+02, 0.222133E+02, 0.129783E+01, 0.425543E+02,-0.105698E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.330985E-01, 0.334632E-04, 0.167095E+04, 0.167095E+04, 0.000000E+00, 0.000000E+00, 0.111954E+04, 0.101050E+01, 0.000000E+00, 0.874329E+00, 0.113260E-01, 0.205000E+06, 0.205000E+06, 0.000000E+00, 0.395829E+00, 0.137350E+06, 0.929265E+01, 0.000000E+00,
 0.165000E+04, 0.559380E+02, 0.223097E+02, 0.115407E+01, 0.461483E+02,-0.399228E+00, 0.960734E+02, 0.294839E+02, 0.108793E+01, 0.478018E+02,-0.102003E+01, 0.590191E+02, 0.222297E+02, 0.129803E+01, 0.425493E+02,-0.106453E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.320273E-01, 0.325457E-04, 0.162514E+04, 0.162514E+04, 0.000000E+00, 0.000000E+00, 0.108884E+04, 0.101083E+01, 0.000000E+00, 0.876437E+00, 0.113950E-01, 0.206250E+06, 0.206250E+06, 0.000000E+00, 0.395957E+00, 0.138187E+06, 0.940629E+01, 0.000000E+00,
 0.166000E+04, 0.561157E+02, 0.223163E+02, 0.115475E+01, 0.461314E+02,-0.400209E+00, 0.964157E+02, 0.295406E+02, 0.108767E+01, 0.478083E+02,-0.102437E+01, 0.592029E+02, 0.222462E+02, 0.129823E+01, 0.425443E+02,-0.107208E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.309916E-01, 0.316534E-04, 0.158058E+04, 0.158058E+04, 0.000000E+00, 0.000000E+00, 0.105899E+04, 0.101115E+01, 0.000000E+00, 0.878527E+00, 0.114641E-01, 0.207500E+06, 0.207500E+06, 0.000000E+00, 0.396081E+00, 0.139025E+06, 0.952062E+01, 0.000000E+00,
 0.167000E+04, 0.562935E+02, 0.223229E+02, 0.115539E+01, 0.461152E+02,-0.401210E+00, 0.967581E+02, 0.295979E+02, 0.108740E+01, 0.478149E+02,-0.102874E+01, 0.593868E+02, 0.222628E+02, 0.129843E+01, 0.425394E+02,-0.107965E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.299902E-01, 0.307855E-04, 0.153724E+04, 0.153724E+04, 0.000000E+00, 0.000000E+00, 0.102995E+04, 0.101146E+01, 0.000000E+00, 0.880598E+00, 0.115331E-01, 0.208750E+06, 0.208750E+06, 0.000000E+00, 0.396202E+00, 0.139862E+06, 0.963564E+01, 0.000000E+00,
 0.168000E+04, 0.564713E+02, 0.223297E+02, 0.115601E+01, 0.460999E+02,-0.402229E+00, 0.971006E+02, 0.296557E+02, 0.108713E+01, 0.478217E+02,-0.103313E+01, 0.595708E+02, 0.222793E+02, 0.129862E+01, 0.425344E+02,-0.108723E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.290220E-01, 0.299414E-04, 0.149509E+04, 0.149509E+04, 0.000000E+00, 0.000000E+00, 0.100171E+04, 0.101176E+01, 0.000000E+00, 0.882652E+00, 0.116022E-01, 0.210000E+06, 0.210000E+06, 0.000000E+00, 0.396319E+00, 0.140700E+06, 0.975135E+01, 0.000000E+00,
 0.169000E+04, 0.566492E+02, 0.223366E+02, 0.115659E+01, 0.460852E+02,-0.403266E+00, 0.974432E+02, 0.297142E+02, 0.108685E+01, 0.478287E+02,-0.103754E+01, 0.597549E+02, 0.222959E+02, 0.129882E+01, 0.425295E+02,-0.109483E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.280858E-01, 0.291205E-04, 0.145410E+04, 0.145410E+04, 0.169407E-12, 0.000000E+00, 0.974248E+03, 0.101206E+01, 0.000000E+00, 0.884689E+00, 0.116713E-01, 0.211250E+06, 0.211250E+06, 0.000000E+00, 0.396433E+00, 0.141537E+06, 0.986775E+01, 0.000000E+00,
 0.170000E+04, 0.568270E+02, 0.223436E+02, 0.115715E+01, 0.460713E+02,-0.404320E+00, 0.977859E+02, 0.297731E+02, 0.108657E+01, 0.478358E+02,-0.104197E+01, 0.599390E+02, 0.223126E+02, 0.129902E+01, 0.425245E+02,-0.110244E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.271806E-01, 0.283221E-04, 0.141423E+04, 0.141423E+04, 0.169407E-12, 0.000000E+00, 0.947537E+03, 0.101234E+01, 0.000000E+00, 0.886708E+00, 0.117403E-01, 0.212500E+06, 0.212500E+06, 0.000000E+00, 0.396543E+00, 0.142375E+06, 0.998484E+01, 0.000000E+00,
 0.171000E+04, 0.570048E+02, 0.223508E+02, 0.115767E+01, 0.460581E+02,-0.405391E+00, 0.981286E+02, 0.298326E+02, 0.108628E+01, 0.478430E+02,-0.104642E+01, 0.601232E+02, 0.223292E+02, 0.129922E+01, 0.425196E+02,-0.111006E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.263053E-01, 0.275456E-04, 0.137546E+04, 0.137546E+04, 0.000000E+00, 0.000000E+00, 0.921557E+03, 0.101262E+01, 0.000000E+00, 0.888710E+00, 0.118094E-01, 0.213750E+06, 0.213750E+06, 0.000000E+00, 0.396649E+00, 0.143212E+06, 0.101026E+02, 0.000000E+00,
 0.172000E+04, 0.571827E+02, 0.223580E+02, 0.115818E+01, 0.460456E+02,-0.406478E+00, 0.984713E+02, 0.298926E+02, 0.108599E+01, 0.478503E+02,-0.105089E+01, 0.603074E+02, 0.223459E+02, 0.129941E+01, 0.425147E+02,-0.111771E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.254588E-01, 0.267903E-04, 0.133775E+04, 0.133775E+04, 0.000000E+00, 0.000000E+00, 0.896290E+03, 0.101289E+01, 0.000000E+00, 0.890696E+00, 0.118785E-01, 0.215000E+06, 0.215000E+06, 0.000000E+00, 0.396752E+00, 0.144050E+06, 0.102211E+02, 0.000000E+00,
 0.173000E+04, 0.573605E+02, 0.223653E+02, 0.115865E+01, 0.460337E+02,-0.407581E+00, 0.988141E+02, 0.299531E+02, 0.108569E+01, 0.478578E+02,-0.105537E+01, 0.604916E+02, 0.223627E+02, 0.129961E+01, 0.425098E+02,-0.112536E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.246403E-01, 0.260558E-04, 0.130107E+04, 0.130107E+04, 0.000000E+00, 0.000000E+00, 0.871716E+03, 0.101316E+01, 0.000000E+00, 0.892665E+00, 0.119475E-01, 0.216250E+06, 0.216250E+06, 0.000000E+00, 0.396852E+00, 0.144887E+06, 0.103403E+02, 0.000000E+00,
 0.174000E+04, 0.575383E+02, 0.223728E+02, 0.115910E+01, 0.460224E+02,-0.408698E+00, 0.991569E+02, 0.300141E+02, 0.108539E+01, 0.478653E+02,-0.105988E+01, 0.606757E+02, 0.223794E+02, 0.129980E+01, 0.425049E+02,-0.113303E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.238487E-01, 0.253414E-04, 0.126540E+04, 0.126540E+04, 0.000000E+00, 0.000000E+00, 0.847815E+03, 0.101341E+01, 0.000000E+00, 0.894618E+00, 0.120166E-01, 0.217500E+06, 0.217500E+06, 0.000000E+00, 0.396949E+00, 0.145725E+06, 0.104601E+02, 0.000000E+00,
